time,SMControlTest.s[3:0],SMControlTest.rsshr,SMControlTest.rsload,SMControlTest.rsclear,SMControlTest.n[3:0],SMControlTest.mrld,SMControlTest.mdld,SMControlTest.done,SMControlTest.NUM_BITS,SMControlTest.clk,SMControlTest.errors[7:0],SMControlTest.mr[3:0],SMControlTest.reset_state[3:0],SMControlTest.rst,SMControlTest.start,SMControlTest.multiplier[31:0],SMControlTest.rs[31:0],SMControlTest.st[31:0],SMControlTest.control.clk,SMControlTest.control.done,SMControlTest.control.mdld,SMControlTest.control.mr[3:0],SMControlTest.control.mrld,SMControlTest.control.reset_state[3:0],SMControlTest.control.rsclear,SMControlTest.control.rsload,SMControlTest.control.rsshr,SMControlTest.control.rst,SMControlTest.control.start,SMControlTest.control.n[3:0],SMControlTest.control.s[3:0]
61310,101,1,0,0,1010,0,0,0,100,0,0,1001,1101,0,1,1001,1101,1,0,0,0,1001,0,1101,0,0,1,0,1,1010,101
61320,101,1,0,0,1010,0,0,0,100,0,0,1001,1101,0,1,1010,1101,0,0,0,0,1001,0,1101,0,0,1,0,1,1010,101
61330,101,1,0,0,1010,0,0,0,100,0,0,1010,1101,0,1,1010,1101,0,0,0,0,1010,0,1101,0,0,1,0,1,1010,101
61350,101,1,0,0,1010,0,0,0,100,0,0,1010,1101,0,0,1010,1101,0,0,0,0,1010,0,1101,0,0,1,0,0,1010,101
61370,101,1,0,0,1010,0,0,0,100,0,0,1010,1101,1,0,1010,1101,0,0,0,0,1010,0,1101,0,0,1,1,0,1010,101
61390,1101,0,0,0,101,0,0,0,100,1,0,1010,1101,1,0,1010,1101,0,1,0,0,1010,0,1101,0,0,0,1,0,101,1101
61400,1101,0,0,0,101,0,0,0,100,0,0,1010,1101,1,0,1010,1101,0,0,0,0,1010,0,1101,0,0,0,1,0,101,1101
61420,1101,0,0,0,101,0,0,0,100,0,0,1010,1101,0,0,1010,1101,0,0,0,0,1010,0,1101,0,0,0,0,0,101,1101
61440,101,1,0,0,1010,0,0,0,100,1,0,1010,1101,0,0,1010,1101,0,1,0,0,1010,0,1101,0,0,1,0,0,1010,101
61450,101,1,0,0,1010,0,0,0,100,0,0,1010,1101,0,0,1010,1101,0,0,0,0,1010,0,1101,0,0,1,0,0,1010,101
61460,101,1,0,0,1010,0,0,0,100,0,0,1010,1101,0,0,1010,1101,1,0,0,0,1010,0,1101,0,0,1,0,0,1010,101
61490,101,1,0,0,1010,0,0,0,100,0,0,1010,1101,0,1,1010,1101,1,0,0,0,1010,0,1101,0,0,1,0,1,1010,101
61510,101,1,0,0,1010,0,0,0,100,0,0,1010,1101,1,1,1010,1101,1,0,0,0,1010,0,1101,0,0,1,1,1,1010,101
61530,1101,0,0,0,101,0,0,0,100,1,0,1010,1101,1,1,1010,1101,1,1,0,0,1010,0,1101,0,0,0,1,1,101,1101
61540,1101,0,0,0,101,0,0,0,100,0,0,1010,1101,1,1,1010,1101,1,0,0,0,1010,0,1101,0,0,0,1,1,101,1101
61560,1101,0,0,0,101,0,0,0,100,0,0,1010,1101,0,1,1010,1101,1,0,0,0,1010,0,1101,0,0,0,0,1,101,1101
61580,101,1,0,0,1010,0,0,0,100,1,0,1010,1101,0,1,1010,1101,1,1,0,0,1010,0,1101,0,0,1,0,1,1010,101
61590,101,1,0,0,1010,0,0,0,100,0,0,1010,1101,0,1,1010,1101,1,0,0,0,1010,0,1101,0,0,1,0,1,1010,101
61600,101,1,0,0,1010,0,0,0,100,0,0,1010,1101,0,1,1011,1101,0,0,0,0,1010,0,1101,0,0,1,0,1,1010,101
61610,101,1,0,0,1010,0,0,0,100,0,0,1011,1101,0,1,1011,1101,0,0,0,0,1011,0,1101,0,0,1,0,1,1010,101
61630,101,1,0,0,1010,0,0,0,100,0,0,1011,1101,0,0,1011,1101,0,0,0,0,1011,0,1101,0,0,1,0,0,1010,101
61650,101,1,0,0,1010,0,0,0,100,0,0,1011,1101,1,0,1011,1101,0,0,0,0,1011,0,1101,0,0,1,1,0,1010,101
61670,1101,0,0,0,101,0,0,0,100,1,0,1011,1101,1,0,1011,1101,0,1,0,0,1011,0,1101,0,0,0,1,0,101,1101
61680,1101,0,0,0,101,0,0,0,100,0,0,1011,1101,1,0,1011,1101,0,0,0,0,1011,0,1101,0,0,0,1,0,101,1101
61700,1101,0,0,0,101,0,0,0,100,0,0,1011,1101,0,0,1011,1101,0,0,0,0,1011,0,1101,0,0,0,0,0,101,1101
61720,101,1,0,0,1010,0,0,0,100,1,0,1011,1101,0,0,1011,1101,0,1,0,0,1011,0,1101,0,0,1,0,0,1010,101
61730,101,1,0,0,1010,0,0,0,100,0,0,1011,1101,0,0,1011,1101,0,0,0,0,1011,0,1101,0,0,1,0,0,1010,101
61740,101,1,0,0,1010,0,0,0,100,0,0,1011,1101,0,0,1011,1101,1,0,0,0,1011,0,1101,0,0,1,0,0,1010,101
61770,101,1,0,0,1010,0,0,0,100,0,0,1011,1101,0,1,1011,1101,1,0,0,0,1011,0,1101,0,0,1,0,1,1010,101
61790,101,1,0,0,1010,0,0,0,100,0,0,1011,1101,1,1,1011,1101,1,0,0,0,1011,0,1101,0,0,1,1,1,1010,101
61810,1101,0,0,0,101,0,0,0,100,1,0,1011,1101,1,1,1011,1101,1,1,0,0,1011,0,1101,0,0,0,1,1,101,1101
61820,1101,0,0,0,101,0,0,0,100,0,0,1011,1101,1,1,1011,1101,1,0,0,0,1011,0,1101,0,0,0,1,1,101,1101
61840,1101,0,0,0,101,0,0,0,100,0,0,1011,1101,0,1,1011,1101,1,0,0,0,1011,0,1101,0,0,0,0,1,101,1101
61860,101,1,0,0,1010,0,0,0,100,1,0,1011,1101,0,1,1011,1101,1,1,0,0,1011,0,1101,0,0,1,0,1,1010,101
61870,101,1,0,0,1010,0,0,0,100,0,0,1011,1101,0,1,1011,1101,1,0,0,0,1011,0,1101,0,0,1,0,1,1010,101
61880,101,1,0,0,1010,0,0,0,100,0,0,1011,1101,0,1,1100,1101,0,0,0,0,1011,0,1101,0,0,1,0,1,1010,101
61890,101,1,0,0,1010,0,0,0,100,0,0,1100,1101,0,1,1100,1101,0,0,0,0,1100,0,1101,0,0,1,0,1,1010,101
61910,101,1,0,0,1010,0,0,0,100,0,0,1100,1101,0,0,1100,1101,0,0,0,0,1100,0,1101,0,0,1,0,0,1010,101
61930,101,1,0,0,1010,0,0,0,100,0,0,1100,1101,1,0,1100,1101,0,0,0,0,1100,0,1101,0,0,1,1,0,1010,101
61950,1101,0,0,0,101,0,0,0,100,1,0,1100,1101,1,0,1100,1101,0,1,0,0,1100,0,1101,0,0,0,1,0,101,1101
61960,1101,0,0,0,101,0,0,0,100,0,0,1100,1101,1,0,1100,1101,0,0,0,0,1100,0,1101,0,0,0,1,0,101,1101
61980,1101,0,0,0,101,0,0,0,100,0,0,1100,1101,0,0,1100,1101,0,0,0,0,1100,0,1101,0,0,0,0,0,101,1101
62000,101,1,0,0,1010,0,0,0,100,1,0,1100,1101,0,0,1100,1101,0,1,0,0,1100,0,1101,0,0,1,0,0,1010,101
62010,101,1,0,0,1010,0,0,0,100,0,0,1100,1101,0,0,1100,1101,0,0,0,0,1100,0,1101,0,0,1,0,0,1010,101
62020,101,1,0,0,1010,0,0,0,100,0,0,1100,1101,0,0,1100,1101,1,0,0,0,1100,0,1101,0,0,1,0,0,1010,101
62050,101,1,0,0,1010,0,0,0,100,0,0,1100,1101,0,1,1100,1101,1,0,0,0,1100,0,1101,0,0,1,0,1,1010,101
62070,101,1,0,0,1010,0,0,0,100,0,0,1100,1101,1,1,1100,1101,1,0,0,0,1100,0,1101,0,0,1,1,1,1010,101
62090,1101,0,0,0,101,0,0,0,100,1,0,1100,1101,1,1,1100,1101,1,1,0,0,1100,0,1101,0,0,0,1,1,101,1101
62100,1101,0,0,0,101,0,0,0,100,0,0,1100,1101,1,1,1100,1101,1,0,0,0,1100,0,1101,0,0,0,1,1,101,1101
62120,1101,0,0,0,101,0,0,0,100,0,0,1100,1101,0,1,1100,1101,1,0,0,0,1100,0,1101,0,0,0,0,1,101,1101
62140,101,1,0,0,1010,0,0,0,100,1,0,1100,1101,0,1,1100,1101,1,1,0,0,1100,0,1101,0,0,1,0,1,1010,101
62150,101,1,0,0,1010,0,0,0,100,0,0,1100,1101,0,1,1100,1101,1,0,0,0,1100,0,1101,0,0,1,0,1,1010,101
62160,101,1,0,0,1010,0,0,0,100,0,0,1100,1101,0,1,1101,1101,0,0,0,0,1100,0,1101,0,0,1,0,1,1010,101
62170,101,1,0,0,1010,0,0,0,100,0,0,1101,1101,0,1,1101,1101,0,0,0,0,1101,0,1101,0,0,1,0,1,1010,101
62190,101,1,0,0,1010,0,0,0,100,0,0,1101,1101,0,0,1101,1101,0,0,0,0,1101,0,1101,0,0,1,0,0,1010,101
62210,101,1,0,0,1010,0,0,0,100,0,0,1101,1101,1,0,1101,1101,0,0,0,0,1101,0,1101,0,0,1,1,0,1010,101
62230,1101,0,0,0,101,0,0,0,100,1,0,1101,1101,1,0,1101,1101,0,1,0,0,1101,0,1101,0,0,0,1,0,101,1101
62240,1101,0,0,0,101,0,0,0,100,0,0,1101,1101,1,0,1101,1101,0,0,0,0,1101,0,1101,0,0,0,1,0,101,1101
62260,1101,0,0,0,101,0,0,0,100,0,0,1101,1101,0,0,1101,1101,0,0,0,0,1101,0,1101,0,0,0,0,0,101,1101
62280,101,1,0,0,1010,0,0,0,100,1,0,1101,1101,0,0,1101,1101,0,1,0,0,1101,0,1101,0,0,1,0,0,1010,101
62290,101,1,0,0,1010,0,0,0,100,0,0,1101,1101,0,0,1101,1101,0,0,0,0,1101,0,1101,0,0,1,0,0,1010,101
62300,101,1,0,0,1010,0,0,0,100,0,0,1101,1101,0,0,1101,1101,1,0,0,0,1101,0,1101,0,0,1,0,0,1010,101
62330,101,1,0,0,1010,0,0,0,100,0,0,1101,1101,0,1,1101,1101,1,0,0,0,1101,0,1101,0,0,1,0,1,1010,101
62350,101,1,0,0,1010,0,0,0,100,0,0,1101,1101,1,1,1101,1101,1,0,0,0,1101,0,1101,0,0,1,1,1,1010,101
62370,1101,0,0,0,101,0,0,0,100,1,0,1101,1101,1,1,1101,1101,1,1,0,0,1101,0,1101,0,0,0,1,1,101,1101
62380,1101,0,0,0,101,0,0,0,100,0,0,1101,1101,1,1,1101,1101,1,0,0,0,1101,0,1101,0,0,0,1,1,101,1101
62400,1101,0,0,0,101,0,0,0,100,0,0,1101,1101,0,1,1101,1101,1,0,0,0,1101,0,1101,0,0,0,0,1,101,1101
62420,101,1,0,0,1010,0,0,0,100,1,0,1101,1101,0,1,1101,1101,1,1,0,0,1101,0,1101,0,0,1,0,1,1010,101
62430,101,1,0,0,1010,0,0,0,100,0,0,1101,1101,0,1,1101,1101,1,0,0,0,1101,0,1101,0,0,1,0,1,1010,101
62440,101,1,0,0,1010,0,0,0,100,0,0,1101,1101,0,1,1110,1101,0,0,0,0,1101,0,1101,0,0,1,0,1,1010,101
62450,101,1,0,0,1010,0,0,0,100,0,0,1110,1101,0,1,1110,1101,0,0,0,0,1110,0,1101,0,0,1,0,1,1010,101
62470,101,1,0,0,1010,0,0,0,100,0,0,1110,1101,0,0,1110,1101,0,0,0,0,1110,0,1101,0,0,1,0,0,1010,101
62490,101,1,0,0,1010,0,0,0,100,0,0,1110,1101,1,0,1110,1101,0,0,0,0,1110,0,1101,0,0,1,1,0,1010,101
62510,1101,0,0,0,101,0,0,0,100,1,0,1110,1101,1,0,1110,1101,0,1,0,0,1110,0,1101,0,0,0,1,0,101,1101
62520,1101,0,0,0,101,0,0,0,100,0,0,1110,1101,1,0,1110,1101,0,0,0,0,1110,0,1101,0,0,0,1,0,101,1101
62540,1101,0,0,0,101,0,0,0,100,0,0,1110,1101,0,0,1110,1101,0,0,0,0,1110,0,1101,0,0,0,0,0,101,1101
62560,101,1,0,0,1010,0,0,0,100,1,0,1110,1101,0,0,1110,1101,0,1,0,0,1110,0,1101,0,0,1,0,0,1010,101
62570,101,1,0,0,1010,0,0,0,100,0,0,1110,1101,0,0,1110,1101,0,0,0,0,1110,0,1101,0,0,1,0,0,1010,101
62580,101,1,0,0,1010,0,0,0,100,0,0,1110,1101,0,0,1110,1101,1,0,0,0,1110,0,1101,0,0,1,0,0,1010,101
62610,101,1,0,0,1010,0,0,0,100,0,0,1110,1101,0,1,1110,1101,1,0,0,0,1110,0,1101,0,0,1,0,1,1010,101
62630,101,1,0,0,1010,0,0,0,100,0,0,1110,1101,1,1,1110,1101,1,0,0,0,1110,0,1101,0,0,1,1,1,1010,101
62650,1101,0,0,0,101,0,0,0,100,1,0,1110,1101,1,1,1110,1101,1,1,0,0,1110,0,1101,0,0,0,1,1,101,1101
62660,1101,0,0,0,101,0,0,0,100,0,0,1110,1101,1,1,1110,1101,1,0,0,0,1110,0,1101,0,0,0,1,1,101,1101
62680,1101,0,0,0,101,0,0,0,100,0,0,1110,1101,0,1,1110,1101,1,0,0,0,1110,0,1101,0,0,0,0,1,101,1101
62700,101,1,0,0,1010,0,0,0,100,1,0,1110,1101,0,1,1110,1101,1,1,0,0,1110,0,1101,0,0,1,0,1,1010,101
62710,101,1,0,0,1010,0,0,0,100,0,0,1110,1101,0,1,1110,1101,1,0,0,0,1110,0,1101,0,0,1,0,1,1010,101
62720,101,1,0,0,1010,0,0,0,100,0,0,1110,1101,0,1,1111,1101,0,0,0,0,1110,0,1101,0,0,1,0,1,1010,101
62730,101,1,0,0,1010,0,0,0,100,0,0,1111,1101,0,1,1111,1101,0,0,0,0,1111,0,1101,0,0,1,0,1,1010,101
62750,101,1,0,0,1010,0,0,0,100,0,0,1111,1101,0,0,1111,1101,0,0,0,0,1111,0,1101,0,0,1,0,0,1010,101
62770,101,1,0,0,1010,0,0,0,100,0,0,1111,1101,1,0,1111,1101,0,0,0,0,1111,0,1101,0,0,1,1,0,1010,101
62790,1101,0,0,0,101,0,0,0,100,1,0,1111,1101,1,0,1111,1101,0,1,0,0,1111,0,1101,0,0,0,1,0,101,1101
62800,1101,0,0,0,101,0,0,0,100,0,0,1111,1101,1,0,1111,1101,0,0,0,0,1111,0,1101,0,0,0,1,0,101,1101
62820,1101,0,0,0,101,0,0,0,100,0,0,1111,1101,0,0,1111,1101,0,0,0,0,1111,0,1101,0,0,0,0,0,101,1101
62840,101,1,0,0,1010,0,0,0,100,1,0,1111,1101,0,0,1111,1101,0,1,0,0,1111,0,1101,0,0,1,0,0,1010,101
62850,101,1,0,0,1010,0,0,0,100,0,0,1111,1101,0,0,1111,1101,0,0,0,0,1111,0,1101,0,0,1,0,0,1010,101
62860,101,1,0,0,1010,0,0,0,100,0,0,1111,1101,0,0,1111,1101,1,0,0,0,1111,0,1101,0,0,1,0,0,1010,101
62890,101,1,0,0,1010,0,0,0,100,0,0,1111,1101,0,1,1111,1101,1,0,0,0,1111,0,1101,0,0,1,0,1,1010,101
62910,101,1,0,0,1010,0,0,0,100,0,0,1111,1101,1,1,1111,1101,1,0,0,0,1111,0,1101,0,0,1,1,1,1010,101
62930,1101,0,0,0,101,0,0,0,100,1,0,1111,1101,1,1,1111,1101,1,1,0,0,1111,0,1101,0,0,0,1,1,101,1101
62940,1101,0,0,0,101,0,0,0,100,0,0,1111,1101,1,1,1111,1101,1,0,0,0,1111,0,1101,0,0,0,1,1,101,1101
62960,1101,0,0,0,101,0,0,0,100,0,0,1111,1101,0,1,1111,1101,1,0,0,0,1111,0,1101,0,0,0,0,1,101,1101
62980,101,1,0,0,1010,0,0,0,100,1,0,1111,1101,0,1,1111,1101,1,1,0,0,1111,0,1101,0,0,1,0,1,1010,101
62990,101,1,0,0,1010,0,0,0,100,0,0,1111,1101,0,1,1111,1101,1,0,0,0,1111,0,1101,0,0,1,0,1,1010,101
63000,101,1,0,0,1010,0,0,0,100,0,0,1111,1101,0,1,10000,1110,10,0,0,0,1111,0,1101,0,0,1,0,1,1010,101
63010,101,1,0,0,1010,0,0,0,100,0,0,1111,1110,0,1,10000,1110,10,0,0,0,1111,0,1110,0,0,1,0,1,1010,101
63020,101,1,0,0,1010,0,0,0,100,0,0,1111,1110,0,1,0,1110,0,0,0,0,1111,0,1110,0,0,1,0,1,1010,101
63030,101,1,0,0,1110,0,0,0,100,0,0,0,1110,0,1,0,1110,0,0,0,0,0,0,1110,0,0,1,0,1,1110,101
63050,101,1,0,0,1110,0,0,0,100,0,0,0,1110,0,0,0,1110,0,0,0,0,0,0,1110,0,0,1,0,0,1110,101
63070,101,1,0,0,1110,0,0,0,100,0,0,0,1110,1,0,0,1110,0,0,0,0,0,0,1110,0,0,1,1,0,1110,101
63090,1110,0,0,0,110,0,0,0,100,1,0,0,1110,1,0,0,1110,0,1,0,0,0,0,1110,0,0,0,1,0,110,1110
63100,1110,0,0,0,110,0,0,0,100,0,0,0,1110,1,0,0,1110,0,0,0,0,0,0,1110,0,0,0,1,0,110,1110
63120,1110,0,0,0,110,0,0,0,100,0,0,0,1110,0,0,0,1110,0,0,0,0,0,0,1110,0,0,0,0,0,110,1110
63140,110,1,0,0,0,0,0,1,100,1,0,0,1110,0,0,0,1110,0,1,1,0,0,0,1110,0,0,1,0,0,0,110
63150,110,1,0,0,0,0,0,1,100,0,0,0,1110,0,0,0,1110,0,0,1,0,0,0,1110,0,0,1,0,0,0,110
63160,110,1,0,0,0,0,0,1,100,0,0,0,1110,0,0,0,1110,1,0,1,0,0,0,1110,0,0,1,0,0,0,110
63190,110,1,0,0,0,0,0,1,100,0,0,0,1110,0,1,0,1110,1,0,1,0,0,0,1110,0,0,1,0,1,0,110
63210,110,1,0,0,0,0,0,1,100,0,0,0,1110,1,1,0,1110,1,0,1,0,0,0,1110,0,0,1,1,1,0,110
63230,1110,0,0,0,110,0,0,0,100,1,0,0,1110,1,1,0,1110,1,1,0,0,0,0,1110,0,0,0,1,1,110,1110
63240,1110,0,0,0,110,0,0,0,100,0,0,0,1110,1,1,0,1110,1,0,0,0,0,0,1110,0,0,0,1,1,110,1110
63260,1110,0,0,0,110,0,0,0,100,0,0,0,1110,0,1,0,1110,1,0,0,0,0,0,1110,0,0,0,0,1,110,1110
63280,110,1,0,0,0,0,0,1,100,1,0,0,1110,0,1,0,1110,1,1,1,0,0,0,1110,0,0,1,0,1,0,110
63290,110,1,0,0,0,0,0,1,100,0,0,0,1110,0,1,0,1110,1,0,1,0,0,0,1110,0,0,1,0,1,0,110
63300,110,1,0,0,0,0,0,1,100,0,0,0,1110,0,1,1,1110,0,0,1,0,0,0,1110,0,0,1,0,1,0,110
63310,110,1,0,0,0,0,0,1,100,0,0,1,1110,0,1,1,1110,0,0,1,0,1,0,1110,0,0,1,0,1,0,110
63330,110,1,0,0,0,0,0,1,100,0,0,1,1110,0,0,1,1110,0,0,1,0,1,0,1110,0,0,1,0,0,0,110
63350,110,1,0,0,0,0,0,1,100,0,0,1,1110,1,0,1,1110,0,0,1,0,1,0,1110,0,0,1,1,0,0,110
63370,1110,0,0,0,110,0,0,0,100,1,0,1,1110,1,0,1,1110,0,1,0,0,1,0,1110,0,0,0,1,0,110,1110
63380,1110,0,0,0,110,0,0,0,100,0,0,1,1110,1,0,1,1110,0,0,0,0,1,0,1110,0,0,0,1,0,110,1110
63400,1110,0,0,0,110,0,0,0,100,0,0,1,1110,0,0,1,1110,0,0,0,0,1,0,1110,0,0,0,0,0,110,1110
63420,110,1,0,0,0,0,0,1,100,1,0,1,1110,0,0,1,1110,0,1,1,0,1,0,1110,0,0,1,0,0,0,110
63430,110,1,0,0,0,0,0,1,100,0,0,1,1110,0,0,1,1110,0,0,1,0,1,0,1110,0,0,1,0,0,0,110
63440,110,1,0,0,0,0,0,1,100,0,0,1,1110,0,0,1,1110,1,0,1,0,1,0,1110,0,0,1,0,0,0,110
63470,110,1,0,0,0,0,0,1,100,0,0,1,1110,0,1,1,1110,1,0,1,0,1,0,1110,0,0,1,0,1,0,110
63490,110,1,0,0,0,0,0,1,100,0,0,1,1110,1,1,1,1110,1,0,1,0,1,0,1110,0,0,1,1,1,0,110
63510,1110,0,0,0,110,0,0,0,100,1,0,1,1110,1,1,1,1110,1,1,0,0,1,0,1110,0,0,0,1,1,110,1110
63520,1110,0,0,0,110,0,0,0,100,0,0,1,1110,1,1,1,1110,1,0,0,0,1,0,1110,0,0,0,1,1,110,1110
63540,1110,0,0,0,110,0,0,0,100,0,0,1,1110,0,1,1,1110,1,0,0,0,1,0,1110,0,0,0,0,1,110,1110
63560,110,1,0,0,0,0,0,1,100,1,0,1,1110,0,1,1,1110,1,1,1,0,1,0,1110,0,0,1,0,1,0,110
63570,110,1,0,0,0,0,0,1,100,0,0,1,1110,0,1,1,1110,1,0,1,0,1,0,1110,0,0,1,0,1,0,110
63580,110,1,0,0,0,0,0,1,100,0,0,1,1110,0,1,10,1110,0,0,1,0,1,0,1110,0,0,1,0,1,0,110
63590,110,1,0,0,0,0,0,1,100,0,0,10,1110,0,1,10,1110,0,0,1,0,10,0,1110,0,0,1,0,1,0,110
63610,110,1,0,0,0,0,0,1,100,0,0,10,1110,0,0,10,1110,0,0,1,0,10,0,1110,0,0,1,0,0,0,110
63630,110,1,0,0,0,0,0,1,100,0,0,10,1110,1,0,10,1110,0,0,1,0,10,0,1110,0,0,1,1,0,0,110
63650,1110,0,0,0,110,0,0,0,100,1,0,10,1110,1,0,10,1110,0,1,0,0,10,0,1110,0,0,0,1,0,110,1110
63660,1110,0,0,0,110,0,0,0,100,0,0,10,1110,1,0,10,1110,0,0,0,0,10,0,1110,0,0,0,1,0,110,1110
63680,1110,0,0,0,110,0,0,0,100,0,0,10,1110,0,0,10,1110,0,0,0,0,10,0,1110,0,0,0,0,0,110,1110
63700,110,1,0,0,0,0,0,1,100,1,0,10,1110,0,0,10,1110,0,1,1,0,10,0,1110,0,0,1,0,0,0,110
63710,110,1,0,0,0,0,0,1,100,0,0,10,1110,0,0,10,1110,0,0,1,0,10,0,1110,0,0,1,0,0,0,110
63720,110,1,0,0,0,0,0,1,100,0,0,10,1110,0,0,10,1110,1,0,1,0,10,0,1110,0,0,1,0,0,0,110
63750,110,1,0,0,0,0,0,1,100,0,0,10,1110,0,1,10,1110,1,0,1,0,10,0,1110,0,0,1,0,1,0,110
63770,110,1,0,0,0,0,0,1,100,0,0,10,1110,1,1,10,1110,1,0,1,0,10,0,1110,0,0,1,1,1,0,110
63790,1110,0,0,0,110,0,0,0,100,1,0,10,1110,1,1,10,1110,1,1,0,0,10,0,1110,0,0,0,1,1,110,1110
63800,1110,0,0,0,110,0,0,0,100,0,0,10,1110,1,1,10,1110,1,0,0,0,10,0,1110,0,0,0,1,1,110,1110
63820,1110,0,0,0,110,0,0,0,100,0,0,10,1110,0,1,10,1110,1,0,0,0,10,0,1110,0,0,0,0,1,110,1110
63840,110,1,0,0,0,0,0,1,100,1,0,10,1110,0,1,10,1110,1,1,1,0,10,0,1110,0,0,1,0,1,0,110
63850,110,1,0,0,0,0,0,1,100,0,0,10,1110,0,1,10,1110,1,0,1,0,10,0,1110,0,0,1,0,1,0,110
63860,110,1,0,0,0,0,0,1,100,0,0,10,1110,0,1,11,1110,0,0,1,0,10,0,1110,0,0,1,0,1,0,110
63870,110,1,0,0,0,0,0,1,100,0,0,11,1110,0,1,11,1110,0,0,1,0,11,0,1110,0,0,1,0,1,0,110
63890,110,1,0,0,0,0,0,1,100,0,0,11,1110,0,0,11,1110,0,0,1,0,11,0,1110,0,0,1,0,0,0,110
63910,110,1,0,0,0,0,0,1,100,0,0,11,1110,1,0,11,1110,0,0,1,0,11,0,1110,0,0,1,1,0,0,110
63930,1110,0,0,0,110,0,0,0,100,1,0,11,1110,1,0,11,1110,0,1,0,0,11,0,1110,0,0,0,1,0,110,1110
63940,1110,0,0,0,110,0,0,0,100,0,0,11,1110,1,0,11,1110,0,0,0,0,11,0,1110,0,0,0,1,0,110,1110
63960,1110,0,0,0,110,0,0,0,100,0,0,11,1110,0,0,11,1110,0,0,0,0,11,0,1110,0,0,0,0,0,110,1110
63980,110,1,0,0,0,0,0,1,100,1,0,11,1110,0,0,11,1110,0,1,1,0,11,0,1110,0,0,1,0,0,0,110
63990,110,1,0,0,0,0,0,1,100,0,0,11,1110,0,0,11,1110,0,0,1,0,11,0,1110,0,0,1,0,0,0,110
64000,110,1,0,0,0,0,0,1,100,0,0,11,1110,0,0,11,1110,1,0,1,0,11,0,1110,0,0,1,0,0,0,110
64030,110,1,0,0,0,0,0,1,100,0,0,11,1110,0,1,11,1110,1,0,1,0,11,0,1110,0,0,1,0,1,0,110
64050,110,1,0,0,0,0,0,1,100,0,0,11,1110,1,1,11,1110,1,0,1,0,11,0,1110,0,0,1,1,1,0,110
64070,1110,0,0,0,110,0,0,0,100,1,0,11,1110,1,1,11,1110,1,1,0,0,11,0,1110,0,0,0,1,1,110,1110
64080,1110,0,0,0,110,0,0,0,100,0,0,11,1110,1,1,11,1110,1,0,0,0,11,0,1110,0,0,0,1,1,110,1110
64100,1110,0,0,0,110,0,0,0,100,0,0,11,1110,0,1,11,1110,1,0,0,0,11,0,1110,0,0,0,0,1,110,1110
64120,110,1,0,0,0,0,0,1,100,1,0,11,1110,0,1,11,1110,1,1,1,0,11,0,1110,0,0,1,0,1,0,110
64130,110,1,0,0,0,0,0,1,100,0,0,11,1110,0,1,11,1110,1,0,1,0,11,0,1110,0,0,1,0,1,0,110
64140,110,1,0,0,0,0,0,1,100,0,0,11,1110,0,1,100,1110,0,0,1,0,11,0,1110,0,0,1,0,1,0,110
64150,110,1,0,0,0,0,0,1,100,0,0,100,1110,0,1,100,1110,0,0,1,0,100,0,1110,0,0,1,0,1,0,110
64170,110,1,0,0,0,0,0,1,100,0,0,100,1110,0,0,100,1110,0,0,1,0,100,0,1110,0,0,1,0,0,0,110
64190,110,1,0,0,0,0,0,1,100,0,0,100,1110,1,0,100,1110,0,0,1,0,100,0,1110,0,0,1,1,0,0,110
64210,1110,0,0,0,110,0,0,0,100,1,0,100,1110,1,0,100,1110,0,1,0,0,100,0,1110,0,0,0,1,0,110,1110
64220,1110,0,0,0,110,0,0,0,100,0,0,100,1110,1,0,100,1110,0,0,0,0,100,0,1110,0,0,0,1,0,110,1110
64240,1110,0,0,0,110,0,0,0,100,0,0,100,1110,0,0,100,1110,0,0,0,0,100,0,1110,0,0,0,0,0,110,1110
64260,110,1,0,0,0,0,0,1,100,1,0,100,1110,0,0,100,1110,0,1,1,0,100,0,1110,0,0,1,0,0,0,110
64270,110,1,0,0,0,0,0,1,100,0,0,100,1110,0,0,100,1110,0,0,1,0,100,0,1110,0,0,1,0,0,0,110
64280,110,1,0,0,0,0,0,1,100,0,0,100,1110,0,0,100,1110,1,0,1,0,100,0,1110,0,0,1,0,0,0,110
64310,110,1,0,0,0,0,0,1,100,0,0,100,1110,0,1,100,1110,1,0,1,0,100,0,1110,0,0,1,0,1,0,110
64330,110,1,0,0,0,0,0,1,100,0,0,100,1110,1,1,100,1110,1,0,1,0,100,0,1110,0,0,1,1,1,0,110
64350,1110,0,0,0,110,0,0,0,100,1,0,100,1110,1,1,100,1110,1,1,0,0,100,0,1110,0,0,0,1,1,110,1110
64360,1110,0,0,0,110,0,0,0,100,0,0,100,1110,1,1,100,1110,1,0,0,0,100,0,1110,0,0,0,1,1,110,1110
64380,1110,0,0,0,110,0,0,0,100,0,0,100,1110,0,1,100,1110,1,0,0,0,100,0,1110,0,0,0,0,1,110,1110
64400,110,1,0,0,0,0,0,1,100,1,0,100,1110,0,1,100,1110,1,1,1,0,100,0,1110,0,0,1,0,1,0,110
64410,110,1,0,0,0,0,0,1,100,0,0,100,1110,0,1,100,1110,1,0,1,0,100,0,1110,0,0,1,0,1,0,110
64420,110,1,0,0,0,0,0,1,100,0,0,100,1110,0,1,101,1110,0,0,1,0,100,0,1110,0,0,1,0,1,0,110
